t,meanR,meanG,meanB,brightness,litFrac,motion
5.38,0.10,0.23,0.43,0.22,0.0024,0.08
5.50,0.06,0.19,0.36,0.17,0.0018,0.07
5.62,0.05,0.20,0.43,0.19,0.0027,0.06
5.75,0.05,0.18,0.36,0.16,0.0023,0.03
5.88,0.05,0.16,0.32,0.15,0.0017,0.02
6.00,0.05,0.15,0.31,0.14,0.0013,0.02
6.12,0.05,0.15,0.31,0.14,0.0014,0.01
6.25,0.05,0.15,0.31,0.14,0.0015,0.01
6.38,0.11,0.21,0.37,0.20,0.0024,0.07
6.50,0.05,0.17,0.37,0.16,0.0024,0.07
6.62,0.05,0.19,0.39,0.17,0.0025,0.02
6.75,0.05,0.19,0.41,0.17,0.0025,0.03
6.88,0.04,0.19,0.42,0.18,0.0025,0.01
7.00,0.04,0.20,0.46,0.19,0.0027,0.02
7.12,0.04,0.20,0.46,0.18,0.0026,0.01
7.25,0.03,0.19,0.45,0.18,0.0026,0.01
7.38,0.04,0.19,0.46,0.18,0.0026,0.00
7.50,0.04,0.20,0.46,0.18,0.0026,0.00
7.62,0.04,0.20,0.46,0.18,0.0027,0.01
7.75,0.04,0.20,0.45,0.18,0.0027,0.01
7.88,0.04,0.20,0.45,0.18,0.0026,0.01
8.00,0.04,0.19,0.44,0.18,0.0025,0.02
8.12,0.04,0.19,0.42,0.18,0.0024,0.02
8.25,0.04,0.20,0.45,0.19,0.0024,0.02
8.38,0.04,0.21,0.49,0.20,0.0026,0.02
8.50,0.03,0.21,0.53,0.20,0.0027,0.02
8.62,0.02,0.21,0.53,0.20,0.0027,0.00
8.75,0.03,0.21,0.53,0.20,0.0027,0.00
8.88,0.04,0.21,0.51,0.20,0.0027,0.01
9.00,0.05,0.20,0.40,0.18,0.0025,0.03
9.12,0.05,0.16,0.32,0.15,0.0017,0.05
9.25,0.05,0.16,0.33,0.15,0.0016,0.02
9.38,0.04,0.16,0.34,0.15,0.0018,0.02
9.50,0.04,0.18,0.38,0.16,0.0024,0.03
9.62,0.04,0.17,0.37,0.16,0.0022,0.01
9.75,0.04,0.19,0.45,0.18,0.0025,0.04
9.88,0.04,0.19,0.45,0.18,0.0025,0.01
10.00,0.05,0.20,0.45,0.18,0.0025,0.01
10.12,0.05,0.20,0.44,0.18,0.0026,0.02
10.25,0.04,0.18,0.39,0.17,0.0024,0.02
10.38,0.04,0.16,0.34,0.15,0.0019,0.02
10.50,0.05,0.16,0.31,0.14,0.0017,0.04
10.62,0.05,0.16,0.30,0.15,0.0020,0.02
10.75,0.05,0.17,0.35,0.16,0.0022,0.03
10.88,0.05,0.17,0.38,0.16,0.0020,0.02
11.00,0.05,0.17,0.38,0.16,0.0020,0.01
11.12,0.05,0.17,0.38,0.16,0.0020,0.01
11.25,0.05,0.18,0.40,0.17,0.0021,0.01
11.38,0.05,0.18,0.40,0.17,0.0022,0.01
11.50,0.05,0.19,0.42,0.18,0.0025,0.02
11.62,0.04,0.20,0.44,0.18,0.0026,0.02
11.75,0.04,0.20,0.45,0.18,0.0026,0.01
11.88,0.03,0.20,0.47,0.18,0.0026,0.01
12.00,0.03,0.20,0.48,0.19,0.0027,0.01
12.12,0.03,0.20,0.49,0.19,0.0027,0.01
12.25,0.04,0.21,0.50,0.19,0.0027,0.01
12.38,0.03,0.20,0.50,0.19,0.0027,0.01
12.50,0.03,0.20,0.50,0.19,0.0027,0.00
12.62,0.04,0.21,0.50,0.19,0.0027,0.01
12.75,0.04,0.20,0.48,0.19,0.0026,0.02
12.88,0.03,0.20,0.48,0.19,0.0025,0.01
13.00,0.03,0.20,0.47,0.18,0.0025,0.01
13.12,0.03,0.20,0.48,0.19,0.0025,0.01
13.25,0.03,0.21,0.50,0.19,0.0026,0.01
13.38,0.03,0.21,0.52,0.20,0.0027,0.01
13.50,0.03,0.21,0.52,0.20,0.0027,0.01
13.62,0.03,0.21,0.53,0.20,0.0027,0.00
13.75,0.03,0.22,0.52,0.20,0.0027,0.01
13.88,0.04,0.22,0.52,0.20,0.0027,0.01
14.00,0.03,0.21,0.51,0.19,0.0026,0.01
14.12,0.03,0.21,0.52,0.20,0.0026,0.01
14.25,0.03,0.21,0.51,0.19,0.0026,0.01
14.38,0.03,0.21,0.52,0.20,0.0027,0.01
14.50,0.03,0.21,0.52,0.19,0.0027,0.01
14.62,0.03,0.21,0.52,0.20,0.0027,0.01
14.75,0.03,0.21,0.51,0.20,0.0027,0.01
14.88,0.03,0.21,0.50,0.19,0.0026,0.01
15.00,0.03,0.21,0.51,0.19,0.0026,0.01
15.12,0.03,0.21,0.50,0.19,0.0027,0.01
15.25,0.03,0.21,0.51,0.19,0.0027,0.01
15.38,0.03,0.21,0.50,0.19,0.0027,0.00
15.50,0.03,0.21,0.51,0.19,0.0027,0.00
15.62,0.13,0.49,0.97,0.45,0.0032,0.23
15.75,0.18,0.66,1.28,0.61,0.0039,0.20
15.88,0.23,0.79,1.53,0.73,0.0047,0.23
16.00,0.25,0.86,1.67,0.79,0.0052,0.24
16.12,0.29,0.92,1.73,0.84,0.0058,0.27
16.25,0.29,0.91,1.72,0.84,0.0056,0.19
16.38,0.29,0.91,1.73,0.84,0.0058,0.20
16.50,0.30,0.92,1.73,0.85,0.0056,0.18
16.62,0.29,0.91,1.73,0.84,0.0059,0.22
16.75,0.27,0.89,1.71,0.82,0.0055,0.24
16.88,0.37,1.03,1.89,0.95,0.0068,0.38
17.00,0.26,0.89,1.72,0.81,0.0055,0.39
17.12,0.29,0.91,1.71,0.83,0.0055,0.31
17.25,0.25,0.85,1.63,0.78,0.0052,0.29
17.38,0.26,0.87,1.67,0.80,0.0056,0.20
17.50,0.26,0.89,1.72,0.81,0.0057,0.25
17.62,0.26,0.89,1.74,0.82,0.0057,0.27
17.75,0.30,0.93,1.78,0.86,0.0062,0.30
17.88,0.29,0.92,1.74,0.84,0.0060,0.24
18.00,0.30,0.92,1.74,0.84,0.0059,0.21
18.12,0.29,0.91,1.72,0.83,0.0056,0.20
18.25,0.30,0.91,1.70,0.84,0.0056,0.19
18.38,0.28,0.85,1.57,0.78,0.0047,0.24
18.50,0.27,0.83,1.52,0.76,0.0045,0.23
18.62,0.28,0.91,1.67,0.83,0.0059,0.31
18.75,0.28,0.87,1.59,0.80,0.0050,0.29
18.88,0.27,0.84,1.52,0.77,0.0048,0.26
19.00,0.26,0.82,1.46,0.75,0.0041,0.24
19.12,0.26,0.80,1.44,0.73,0.0042,0.21
19.25,0.27,0.81,1.46,0.74,0.0041,0.23
19.38,0.32,0.88,1.55,0.81,0.0050,0.30
19.50,0.33,0.90,1.63,0.83,0.0053,0.28
19.62,0.32,0.91,1.65,0.84,0.0057,0.28
19.75,0.32,0.90,1.63,0.83,0.0053,0.26
19.88,0.31,0.90,1.64,0.83,0.0053,0.21
20.00,0.30,0.89,1.65,0.82,0.0056,0.22
20.12,0.28,0.87,1.63,0.80,0.0052,0.21
20.25,0.26,0.86,1.64,0.79,0.0054,0.23
20.38,0.32,0.95,1.74,0.87,0.0057,0.31
20.50,0.27,0.88,1.65,0.80,0.0051,0.30
20.62,0.27,0.87,1.64,0.80,0.0051,0.25
20.75,0.26,0.85,1.60,0.78,0.0052,0.24
20.88,0.25,0.82,1.55,0.75,0.0048,0.22
21.00,0.25,0.83,1.55,0.76,0.0050,0.21
21.12,0.30,0.88,1.60,0.81,0.0049,0.28
21.25,0.30,0.90,1.64,0.82,0.0047,0.26
21.38,0.31,0.93,1.72,0.85,0.0053,0.27
21.50,0.29,0.93,1.77,0.86,0.0055,0.26
21.62,0.28,0.92,1.75,0.84,0.0055,0.24
21.75,0.25,0.89,1.73,0.81,0.0054,0.22
21.88,0.27,0.92,1.77,0.84,0.0057,0.22
22.00,0.28,0.92,1.70,0.84,0.0056,0.22
22.12,0.29,0.89,1.60,0.81,0.0055,0.26
22.25,0.29,0.88,1.59,0.81,0.0049,0.26
22.38,0.28,0.87,1.57,0.79,0.0050,0.27
22.50,0.27,0.84,1.54,0.77,0.0051,0.27
22.62,0.26,0.81,1.48,0.74,0.0044,0.24
22.75,0.30,0.87,1.59,0.80,0.0051,0.25
22.88,0.31,0.88,1.62,0.82,0.0051,0.22
23.00,0.31,0.90,1.65,0.83,0.0054,0.24
23.12,0.32,0.91,1.65,0.84,0.0054,0.24
23.25,0.31,0.89,1.60,0.82,0.0054,0.25
23.38,0.30,0.86,1.55,0.79,0.0052,0.25
23.50,0.29,0.83,1.49,0.76,0.0046,0.26
23.62,0.30,0.85,1.51,0.78,0.0047,0.21
23.75,0.35,0.93,1.63,0.86,0.0056,0.28
23.88,0.29,0.86,1.60,0.79,0.0049,0.30
24.00,0.28,0.87,1.63,0.80,0.0049,0.25
24.12,0.29,0.88,1.63,0.81,0.0050,0.27
24.25,0.27,0.86,1.60,0.79,0.0048,0.28
24.38,0.29,0.86,1.56,0.79,0.0048,0.29
24.50,0.28,0.83,1.53,0.77,0.0048,0.22
24.62,0.30,0.87,1.57,0.80,0.0052,0.22
24.75,0.31,0.89,1.62,0.82,0.0052,0.25
24.88,0.31,0.90,1.68,0.83,0.0055,0.26
25.00,0.29,0.90,1.68,0.83,0.0054,0.25
25.12,0.27,0.89,1.67,0.81,0.0055,0.26
25.25,0.28,0.91,1.71,0.83,0.0054,0.23
25.38,0.26,0.90,1.70,0.82,0.0053,0.19
25.50,0.27,0.90,1.72,0.83,0.0055,0.18
25.62,0.27,0.91,1.72,0.83,0.0054,0.18
25.75,0.27,0.89,1.70,0.82,0.0054,0.23
25.88,0.27,0.89,1.69,0.82,0.0055,0.25
26.00,0.26,0.88,1.67,0.80,0.0054,0.28
26.12,0.31,0.90,1.69,0.83,0.0055,0.31
26.25,0.30,0.89,1.67,0.82,0.0055,0.23
26.38,0.30,0.90,1.71,0.83,0.0056,0.19
26.50,0.30,0.92,1.72,0.84,0.0058,0.24
26.62,0.29,0.91,1.75,0.84,0.0058,0.27
26.75,0.27,0.90,1.72,0.82,0.0056,0.28
26.88,0.36,1.00,1.83,0.93,0.0064,0.39
27.00,0.26,0.88,1.70,0.81,0.0055,0.32
27.12,0.30,0.93,1.74,0.85,0.0055,0.25
27.25,0.26,0.88,1.69,0.81,0.0053,0.23
27.38,0.26,0.88,1.69,0.81,0.0055,0.19
27.50,0.27,0.89,1.69,0.81,0.0055,0.21
27.62,0.27,0.88,1.67,0.81,0.0054,0.24
27.75,0.31,0.91,1.70,0.84,0.0054,0.28
27.88,0.29,0.89,1.67,0.82,0.0054,0.25
28.00,0.28,0.88,1.64,0.81,0.0052,0.23
28.12,0.28,0.86,1.63,0.79,0.0050,0.19
28.25,0.29,0.89,1.67,0.82,0.0055,0.23
28.38,0.27,0.89,1.69,0.81,0.0056,0.28
28.50,0.26,0.89,1.74,0.82,0.0056,0.29
28.62,0.26,0.92,1.77,0.84,0.0057,0.28
28.75,0.26,0.91,1.74,0.83,0.0058,0.24
28.88,0.27,0.91,1.73,0.84,0.0056,0.22
29.00,0.26,0.90,1.72,0.83,0.0056,0.20
29.12,0.28,0.92,1.74,0.84,0.0056,0.20
29.25,0.26,0.89,1.70,0.81,0.0055,0.22
29.38,0.30,0.92,1.73,0.84,0.0055,0.27
29.50,0.30,0.92,1.73,0.85,0.0054,0.23
29.62,0.30,0.91,1.71,0.84,0.0056,0.25
29.75,0.29,0.89,1.68,0.82,0.0053,0.24
29.88,0.28,0.87,1.63,0.80,0.0052,0.23
30.00,0.27,0.86,1.62,0.79,0.0052,0.20
30.12,0.27,0.85,1.59,0.78,0.0050,0.25
30.25,0.27,0.87,1.66,0.80,0.0051,0.26
30.38,0.34,0.97,1.80,0.90,0.0062,0.34
30.50,0.27,0.91,1.73,0.83,0.0056,0.33
30.62,0.26,0.91,1.75,0.83,0.0057,0.24
30.75,0.26,0.90,1.74,0.82,0.0055,0.20
30.88,0.25,0.89,1.73,0.81,0.0054,0.19
31.00,0.26,0.89,1.73,0.82,0.0056,0.21
31.12,0.29,0.92,1.76,0.85,0.0057,0.26
31.25,0.30,0.92,1.74,0.85,0.0056,0.26
31.38,0.31,0.88,1.59,0.81,0.0051,0.27
31.50,0.31,0.85,1.52,0.78,0.0045,0.27
31.62,0.30,0.86,1.50,0.78,0.0052,0.26
31.75,0.27,0.83,1.50,0.76,0.0053,0.23
31.88,0.28,0.84,1.50,0.77,0.0048,0.28
32.00,0.27,0.83,1.49,0.76,0.0044,0.27
32.12,0.27,0.83,1.51,0.76,0.0042,0.25
32.25,0.27,0.83,1.49,0.76,0.0040,0.24
32.38,0.28,0.84,1.50,0.77,0.0044,0.23
32.50,0.28,0.84,1.50,0.77,0.0048,0.22
32.62,0.26,0.84,1.54,0.77,0.0050,0.22
32.75,0.31,0.89,1.60,0.82,0.0055,0.25
32.88,0.31,0.90,1.62,0.82,0.0055,0.23
33.00,0.31,0.91,1.66,0.84,0.0056,0.26
33.12,0.31,0.91,1.67,0.84,0.0057,0.27
33.25,0.30,0.89,1.63,0.82,0.0054,0.28
33.38,0.27,0.84,1.57,0.77,0.0054,0.26
33.50,0.24,0.80,1.51,0.73,0.0048,0.23
33.62,0.25,0.82,1.56,0.75,0.0048,0.21
33.75,0.32,0.92,1.67,0.84,0.0056,0.29
33.88,0.27,0.87,1.64,0.80,0.0053,0.31
34.00,0.27,0.86,1.60,0.79,0.0051,0.25
34.12,0.26,0.85,1.59,0.78,0.0052,0.24
34.25,0.27,0.84,1.55,0.77,0.0048,0.23
34.38,0.31,0.89,1.62,0.82,0.0050,0.23
34.50,0.30,0.91,1.70,0.84,0.0054,0.20
34.62,0.30,0.91,1.71,0.84,0.0055,0.19
34.75,0.29,0.91,1.72,0.84,0.0054,0.23
34.88,0.29,0.91,1.73,0.84,0.0054,0.25
35.00,0.28,0.88,1.64,0.81,0.0052,0.28
35.12,0.26,0.82,1.50,0.75,0.0048,0.31
35.25,0.25,0.82,1.46,0.74,0.0042,0.30
35.38,0.26,0.82,1.47,0.75,0.0043,0.20
35.50,0.27,0.85,1.53,0.78,0.0049,0.25
35.62,0.28,0.87,1.59,0.80,0.0052,0.28
35.75,0.27,0.88,1.63,0.80,0.0051,0.28
35.88,0.27,0.85,1.58,0.78,0.0053,0.26
36.00,0.26,0.84,1.57,0.77,0.0049,0.22
36.12,0.30,0.87,1.59,0.80,0.0053,0.24
36.25,0.30,0.87,1.57,0.80,0.0051,0.20
36.38,0.31,0.86,1.54,0.79,0.0049,0.20
36.50,0.30,0.85,1.48,0.78,0.0045,0.24
36.62,0.30,0.84,1.46,0.77,0.0045,0.24
36.75,0.29,0.82,1.45,0.76,0.0047,0.29
36.88,0.37,0.94,1.64,0.87,0.0055,0.40
37.00,0.26,0.80,1.49,0.73,0.0044,0.36
37.12,0.29,0.85,1.54,0.78,0.0048,0.25
37.25,0.27,0.83,1.55,0.76,0.0049,0.27
37.38,0.28,0.85,1.57,0.78,0.0048,0.25
37.50,0.27,0.86,1.62,0.79,0.0053,0.28
37.62,0.27,0.85,1.60,0.78,0.0052,0.27
37.75,0.30,0.88,1.62,0.81,0.0051,0.29
37.88,0.29,0.89,1.64,0.82,0.0054,0.22
38.00,0.30,0.89,1.64,0.82,0.0053,0.19
38.12,0.30,0.89,1.66,0.82,0.0053,0.20
38.25,0.29,0.89,1.66,0.82,0.0053,0.20
38.38,0.27,0.88,1.64,0.80,0.0055,0.24
38.50,0.26,0.87,1.64,0.80,0.0053,0.25
38.62,0.27,0.89,1.67,0.82,0.0055,0.27
38.75,0.26,0.87,1.65,0.80,0.0052,0.24
38.88,0.25,0.85,1.60,0.78,0.0051,0.22
39.00,0.26,0.86,1.63,0.79,0.0048,0.20
39.12,0.26,0.87,1.64,0.80,0.0050,0.23
39.25,0.26,0.87,1.65,0.79,0.0052,0.27
39.38,0.30,0.92,1.74,0.85,0.0057,0.32
39.50,0.29,0.92,1.73,0.84,0.0057,0.25
39.62,0.29,0.92,1.72,0.84,0.0057,0.22
39.75,0.30,0.92,1.71,0.84,0.0057,0.19
39.88,0.29,0.91,1.71,0.83,0.0056,0.21
40.00,0.29,0.90,1.71,0.83,0.0057,0.23
40.12,0.26,0.88,1.68,0.81,0.0052,0.24
40.25,0.25,0.88,1.70,0.81,0.0054,0.27
40.38,0.31,0.94,1.75,0.87,0.0057,0.32
40.50,0.24,0.84,1.64,0.77,0.0050,0.32
40.62,0.24,0.83,1.61,0.76,0.0053,0.24
40.75,0.23,0.83,1.59,0.76,0.0051,0.18
40.88,0.23,0.83,1.59,0.76,0.0050,0.23
41.00,0.25,0.85,1.61,0.78,0.0052,0.23
41.12,0.28,0.89,1.67,0.82,0.0054,0.29
41.25,0.28,0.86,1.63,0.79,0.0052,0.23
41.38,0.26,0.81,1.53,0.75,0.0049,0.22
41.50,0.22,0.71,1.34,0.65,0.0039,0.19
41.62,0.16,0.58,1.10,0.53,0.0032,0.17
41.75,0.09,0.36,0.76,0.33,0.0028,0.21
41.88,0.10,0.48,0.97,0.44,0.0040,0.21
42.00,0.17,0.78,1.46,0.70,0.0047,0.28
42.12,0.26,1.04,1.95,0.94,0.0072,0.35
42.25,0.32,1.29,2.40,1.17,0.0101,0.43
42.38,0.35,1.40,2.62,1.26,0.0112,0.41
42.50,0.35,1.42,2.65,1.28,0.0114,0.40
42.62,0.35,1.42,2.65,1.28,0.0117,0.37
42.75,0.39,1.45,2.68,1.31,0.0116,0.37
42.88,0.40,1.47,2.71,1.33,0.0117,0.33
43.00,0.40,1.47,2.71,1.33,0.0117,0.36
43.12,0.40,1.47,2.69,1.33,0.0116,0.40
43.25,0.40,1.46,2.67,1.32,0.0115,0.44
43.38,0.38,1.42,2.64,1.29,0.0115,0.45
43.50,0.34,1.37,2.55,1.23,0.0107,0.44
43.62,0.40,1.48,2.71,1.34,0.0117,0.47
43.75,0.45,1.56,2.84,1.42,0.0126,0.48
43.88,0.40,1.50,2.77,1.36,0.0121,0.52
44.00,0.42,1.53,2.83,1.39,0.0126,0.44
44.12,0.41,1.55,2.85,1.40,0.0126,0.47
44.25,0.42,1.52,2.79,1.38,0.0123,0.46
44.38,0.41,1.48,2.69,1.34,0.0120,0.50
44.50,0.40,1.43,2.58,1.30,0.0106,0.38
44.62,0.41,1.43,2.54,1.29,0.0105,0.34
44.75,0.41,1.46,2.63,1.32,0.0115,0.40
44.88,0.40,1.43,2.54,1.29,0.0111,0.40
45.00,0.39,1.42,2.54,1.29,0.0110,0.48
45.12,0.37,1.38,2.49,1.25,0.0102,0.49
45.25,0.38,1.39,2.51,1.26,0.0103,0.46
45.38,0.37,1.38,2.46,1.24,0.0102,0.40
45.50,0.36,1.36,2.42,1.23,0.0103,0.32
45.62,0.37,1.40,2.52,1.26,0.0109,0.42
45.75,0.38,1.44,2.61,1.30,0.0115,0.44
45.88,0.39,1.44,2.64,1.31,0.0116,0.45
46.00,0.37,1.42,2.60,1.28,0.0112,0.43
46.12,0.41,1.46,2.63,1.32,0.0116,0.41
46.25,0.40,1.44,2.63,1.30,0.0114,0.35
46.38,0.40,1.44,2.63,1.31,0.0114,0.31
46.50,0.41,1.46,2.67,1.32,0.0113,0.34
46.62,0.39,1.45,2.65,1.31,0.0115,0.40
46.75,0.39,1.47,2.67,1.32,0.0116,0.43
46.88,0.52,1.68,2.97,1.53,0.0137,0.68
47.00,0.43,1.51,2.72,1.37,0.0123,0.61
47.12,0.45,1.53,2.71,1.38,0.0123,0.52
47.25,0.41,1.46,2.60,1.32,0.0114,0.44
47.38,0.43,1.49,2.67,1.35,0.0117,0.45
47.50,0.42,1.52,2.74,1.37,0.0120,0.46
47.62,0.43,1.54,2.82,1.39,0.0122,0.47
47.75,0.39,1.48,2.75,1.34,0.0114,0.54
47.88,0.38,1.46,2.73,1.32,0.0112,0.40
48.00,0.39,1.45,2.70,1.31,0.0111,0.36
48.12,0.40,1.45,2.63,1.31,0.0113,0.35
48.25,0.40,1.42,2.55,1.28,0.0111,0.35
48.38,0.38,1.37,2.49,1.24,0.0103,0.39
48.50,0.37,1.37,2.47,1.24,0.0105,0.41
48.62,0.38,1.43,2.58,1.29,0.0112,0.47
48.75,0.37,1.41,2.54,1.27,0.0111,0.44
48.88,0.37,1.42,2.60,1.28,0.0111,0.44
49.00,0.35,1.38,2.52,1.24,0.0106,0.38
49.12,0.36,1.39,2.54,1.25,0.0110,0.35
49.25,0.36,1.40,2.56,1.26,0.0111,0.42
49.38,0.42,1.44,2.60,1.31,0.0115,0.48
49.50,0.43,1.47,2.61,1.33,0.0115,0.47
49.62,0.42,1.43,2.52,1.29,0.0110,0.46
49.75,0.43,1.41,2.46,1.28,0.0110,0.41
49.88,0.44,1.43,2.52,1.30,0.0111,0.39
50.00,0.39,1.40,2.53,1.27,0.0110,0.35
50.12,0.38,1.39,2.53,1.25,0.0108,0.36
50.25,0.43,1.49,2.70,1.36,0.0118,0.47
50.38,0.51,1.70,3.02,1.54,0.0132,0.60
50.50,0.43,1.53,2.75,1.38,0.0117,0.60
50.62,0.43,1.48,2.66,1.34,0.0117,0.48
50.75,0.41,1.45,2.59,1.31,0.0116,0.45
50.88,0.41,1.45,2.59,1.31,0.0119,0.36
51.00,0.36,1.40,2.56,1.26,0.0111,0.48
51.12,0.40,1.45,2.66,1.32,0.0113,0.45
51.25,0.41,1.48,2.71,1.34,0.0115,0.46
51.38,0.40,1.47,2.69,1.33,0.0115,0.42
51.50,0.40,1.46,2.68,1.32,0.0114,0.41
51.62,0.39,1.44,2.66,1.31,0.0115,0.36
51.75,0.36,1.41,2.63,1.28,0.0110,0.34
51.88,0.37,1.44,2.66,1.30,0.0112,0.38
52.00,0.36,1.43,2.66,1.29,0.0111,0.36
52.12,0.37,1.44,2.66,1.30,0.0110,0.40
52.25,0.37,1.47,2.70,1.32,0.0116,0.43
52.38,0.36,1.44,2.68,1.30,0.0113,0.42
52.50,0.36,1.40,2.63,1.27,0.0110,0.42
52.62,0.33,1.36,2.51,1.22,0.0105,0.37
52.75,0.38,1.42,2.61,1.29,0.0112,0.39
52.88,0.39,1.44,2.66,1.30,0.0115,0.43
53.00,0.39,1.44,2.67,1.31,0.0114,0.41
53.12,0.40,1.46,2.69,1.32,0.0112,0.43
53.25,0.39,1.46,2.68,1.32,0.0111,0.42
53.38,0.37,1.43,2.66,1.30,0.0111,0.38
53.50,0.35,1.41,2.64,1.27,0.0112,0.35
53.62,0.42,1.56,2.85,1.41,0.0126,0.45
53.75,0.48,1.61,2.92,1.46,0.0133,0.48
53.88,0.41,1.52,2.77,1.38,0.0121,0.51
54.00,0.43,1.55,2.82,1.40,0.0126,0.48
54.12,0.40,1.51,2.75,1.37,0.0124,0.49
54.25,0.40,1.49,2.71,1.34,0.0122,0.48
54.38,0.37,1.39,2.57,1.26,0.0110,0.52
54.50,0.36,1.39,2.56,1.26,0.0111,0.33
54.62,0.38,1.42,2.61,1.28,0.0112,0.39
54.75,0.38,1.43,2.66,1.30,0.0114,0.39
54.88,0.39,1.45,2.71,1.32,0.0115,0.42
55.00,0.37,1.44,2.70,1.31,0.0115,0.40
55.12,0.36,1.42,2.67,1.28,0.0114,0.38
55.25,0.36,1.45,2.68,1.31,0.0113,0.39
55.38,0.35,1.43,2.68,1.29,0.0112,0.34
55.50,0.36,1.45,2.72,1.31,0.0114,0.34
55.62,0.35,1.45,2.71,1.31,0.0116,0.37
55.75,0.37,1.48,2.76,1.34,0.0116,0.42
55.88,0.36,1.45,2.69,1.31,0.0114,0.47
56.00,0.35,1.41,2.63,1.27,0.0112,0.46
56.12,0.39,1.41,2.60,1.28,0.0111,0.45
56.25,0.38,1.37,2.50,1.24,0.0108,0.35
56.38,0.40,1.42,2.57,1.29,0.0112,0.39
56.50,0.40,1.44,2.62,1.30,0.0118,0.42
56.62,0.39,1.45,2.67,1.32,0.0114,0.46
56.75,0.38,1.46,2.73,1.32,0.0117,0.45
56.88,0.51,1.67,3.02,1.52,0.0138,0.63
57.00,0.41,1.51,2.79,1.37,0.0125,0.52
57.12,0.44,1.56,2.86,1.41,0.0127,0.41
57.25,0.40,1.49,2.76,1.35,0.0121,0.40
57.38,0.41,1.51,2.78,1.37,0.0120,0.38
57.50,0.42,1.49,2.67,1.35,0.0117,0.46
57.62,0.44,1.50,2.65,1.36,0.0116,0.49
57.75,0.42,1.46,2.57,1.32,0.0118,0.59
57.88,0.41,1.44,2.54,1.30,0.0115,0.45
58.00,0.39,1.36,2.39,1.23,0.0107,0.42
58.12,0.39,1.37,2.41,1.24,0.0103,0.38
58.25,0.41,1.40,2.46,1.27,0.0107,0.42
58.38,0.38,1.39,2.48,1.26,0.0107,0.46
58.50,0.38,1.41,2.52,1.27,0.0107,0.46
58.62,0.38,1.43,2.56,1.29,0.0111,0.44
58.75,0.37,1.45,2.61,1.30,0.0117,0.40
58.88,0.38,1.44,2.59,1.29,0.0115,0.35
59.00,0.37,1.43,2.61,1.29,0.0112,0.35
59.12,0.38,1.44,2.62,1.30,0.0114,0.35
59.25,0.37,1.43,2.62,1.29,0.0115,0.38
59.38,0.42,1.47,2.66,1.33,0.0114,0.45
59.50,0.41,1.46,2.65,1.32,0.0116,0.44
59.62,0.40,1.44,2.61,1.30,0.0113,0.42
59.75,0.39,1.41,2.56,1.28,0.0110,0.38
59.88,0.38,1.40,2.52,1.26,0.0108,0.31
