t,meanR,meanG,meanB,brightness,litFrac,motion
100.31,18.16,85.03,172.53,77.13,0.9464,5.61
100.52,20.31,71.60,133.81,65.19,0.8194,16.96
100.73,18.88,69.98,133.15,63.68,0.7493,10.21
100.93,18.78,70.65,137.02,64.41,0.7481,5.78
101.14,17.42,76.62,157.73,69.89,0.8396,13.16
101.35,17.25,77.16,158.62,70.30,0.8464,1.32
101.56,17.55,75.10,148.99,68.20,0.8472,7.89
101.77,13.01,61.51,120.21,55.44,0.6439,24.11
101.98,15.44,63.60,119.04,57.36,0.7317,10.98
102.19,16.83,68.56,139.58,62.69,0.8050,14.29
102.39,21.32,71.10,141.07,65.57,0.7781,9.56
102.60,21.73,74.31,147.74,68.43,0.8136,3.53
102.81,21.85,78.96,156.54,72.42,0.9278,4.82
103.02,19.71,83.78,171.61,76.50,0.9819,5.97
103.23,18.16,86.63,181.94,78.96,0.9875,3.16
103.44,17.03,87.06,185.68,79.29,0.9947,1.58
103.65,15.66,86.01,184.95,78.20,0.9965,1.41
103.85,15.69,86.10,185.12,78.28,0.9968,0.40
104.06,15.50,86.28,185.35,78.38,0.9888,2.46
104.27,15.63,85.74,184.22,77.94,0.9737,2.41
104.48,15.63,86.77,187.25,78.90,0.9621,3.06
104.69,13.92,88.25,195.10,80.16,0.9997,2.99
104.90,14.09,89.17,196.65,80.97,0.9999,1.14
105.11,14.54,89.25,196.44,81.10,0.9995,0.66
105.31,14.46,88.06,193.59,80.03,0.9861,1.55
105.52,13.79,86.82,191.48,78.85,0.9730,2.31
105.73,13.71,88.23,195.09,80.10,0.9959,2.17
105.94,14.66,88.89,195.45,80.80,0.9972,1.50
106.15,14.62,88.18,193.93,80.18,0.9951,0.95
106.36,14.47,88.05,193.84,80.04,0.9943,0.37
106.56,15.02,88.95,195.36,80.92,0.9961,0.92
106.77,14.68,88.37,194.29,80.35,0.9958,0.69
106.98,14.58,89.16,195.70,81.00,0.9984,0.93
107.19,14.03,90.02,197.93,81.66,1.0000,1.26
107.40,14.13,90.46,198.88,82.06,1.0000,0.62
107.61,13.66,89.15,197.52,80.92,1.0000,1.24
107.82,13.43,87.99,195.15,79.87,0.9974,1.11
108.02,13.99,87.64,193.55,79.63,0.9845,0.99
108.23,13.50,86.42,190.88,78.46,0.9783,1.41
108.44,12.60,79.73,173.71,72.25,0.8860,7.78
108.65,8.22,77.34,173.60,69.59,0.9200,9.52
108.86,4.80,84.12,195.62,75.30,1.0000,6.34
109.07,7.31,85.07,198.45,76.73,1.0000,2.22
109.28,9.60,86.93,198.57,78.55,1.0000,2.54
109.48,10.22,87.42,198.77,79.05,1.0000,0.55
109.69,16.97,77.28,156.24,70.16,0.9704,9.70
109.90,19.99,75.48,139.27,68.28,0.6911,8.71
110.11,20.09,76.51,144.28,69.41,0.9485,25.80
110.32,19.33,61.83,115.52,56.67,0.6520,13.97
110.53,19.20,60.05,112.40,55.15,0.5611,5.55
110.74,18.50,63.18,119.65,57.76,0.6622,5.61
110.94,17.91,75.28,146.41,68.22,0.9349,11.02
111.15,16.91,76.35,151.58,69.14,0.8764,12.17
111.36,16.57,81.39,164.14,73.58,0.9580,8.99
111.57,13.43,80.71,172.47,73.03,0.9366,6.06
111.78,10.35,77.97,171.41,70.34,0.9387,3.73
111.99,7.19,77.06,172.77,69.11,0.9507,3.87
112.20,7.78,77.98,172.76,69.90,0.9667,3.38
112.40,11.68,78.47,168.94,70.80,0.9234,9.72
112.61,13.95,79.30,167.12,71.75,0.8729,12.58
112.82,12.40,88.36,194.73,79.89,1.0000,8.98
113.03,10.58,87.96,198.88,79.52,1.0000,0.90
113.24,12.79,89.13,196.13,80.63,1.0000,1.44
113.45,18.65,77.24,149.33,69.99,0.9031,11.88
113.66,16.59,67.77,130.39,61.41,0.7156,14.60
113.86,15.90,70.55,139.72,63.92,0.7795,12.30
114.07,15.06,74.92,154.71,67.96,0.8269,10.29
114.28,15.22,76.13,159.43,69.19,0.8493,5.13
114.49,15.42,76.04,156.76,68.98,0.8470,4.22
114.70,16.20,71.69,139.90,64.82,0.7987,9.45
114.91,17.59,66.91,126.94,60.76,0.7145,19.54
115.11,17.51,67.60,129.85,61.45,0.8051,13.78
115.32,12.49,65.58,139.03,59.59,0.7593,10.38
115.53,15.23,66.99,141.01,61.33,0.7781,4.27
115.74,17.35,72.26,146.91,65.98,0.8172,5.86
115.95,17.40,78.30,160.75,71.31,0.9665,6.83
116.16,14.80,82.41,175.36,74.75,0.9789,5.10
116.37,13.46,84.53,183.28,76.55,0.9912,2.45
116.57,12.76,84.48,184.72,76.47,0.9960,1.02
116.78,13.04,84.62,184.55,76.62,0.9967,0.86
116.99,12.91,84.75,185.02,76.72,0.9968,0.98
117.20,12.41,83.73,183.52,75.78,0.9807,3.08
117.41,12.43,83.66,183.55,75.73,0.9622,2.56
117.62,9.70,84.04,190.41,75.91,0.9727,4.58
117.83,5.17,83.54,195.99,75.00,0.9999,4.48
118.03,4.46,83.63,196.41,74.94,1.0000,0.64
118.24,6.15,83.75,195.20,75.30,0.9906,1.90
118.45,7.67,83.91,192.04,75.51,0.9786,3.12
118.66,7.53,83.67,191.81,75.29,0.9933,2.15
118.87,6.66,84.12,194.81,75.64,0.9963,1.62
119.08,7.65,84.61,194.50,76.18,0.9966,1.32
119.29,7.60,84.19,193.47,75.80,0.9944,0.52
119.49,7.91,84.50,193.76,76.10,0.9945,0.35
119.70,8.43,85.32,195.15,76.90,0.9961,0.88
119.91,8.50,85.51,195.28,77.06,0.9977,0.53
120.12,8.82,87.18,198.06,78.52,0.9997,1.50
120.33,8.46,87.53,199.16,78.78,1.0000,0.86
120.54,6.79,85.68,198.05,77.02,1.0000,1.76
120.75,6.94,85.14,196.69,76.57,1.0000,0.91
120.95,7.24,84.39,194.51,75.94,0.9905,1.15
121.16,7.61,84.16,193.21,75.76,0.9832,0.69
121.37,7.94,82.72,188.00,74.42,0.9670,1.82
121.58,8.16,74.51,166.86,67.07,0.8105,8.94
121.79,8.04,80.67,179.98,72.40,0.9989,7.87
122.00,4.48,83.94,198.35,75.30,1.0000,3.36
122.21,9.98,85.98,198.43,77.94,1.0000,3.29
122.41,13.53,88.89,198.25,80.76,1.0000,3.80
122.62,14.36,89.54,197.67,81.36,1.0000,1.05
122.83,19.76,75.83,149.17,69.20,0.6609,16.73
123.04,24.33,91.26,170.80,82.77,0.9995,19.84
123.25,24.14,72.05,130.34,66.07,0.8649,16.87
123.46,24.13,64.22,115.42,59.39,0.6216,10.48
123.67,23.41,63.80,115.58,58.95,0.5868,2.06
123.87,22.93,70.47,129.68,64.64,0.7838,7.62
124.08,23.40,80.25,147.97,73.05,0.9623,12.61
124.29,20.97,80.70,156.48,73.47,0.9043,7.89
124.50,19.03,84.27,172.55,76.78,0.9635,7.49
124.71,17.87,83.22,172.76,75.79,0.9325,4.27
124.92,18.31,84.00,174.34,76.56,0.9487,0.99
125.12,17.74,84.63,175.93,77.00,0.9632,2.05
125.33,18.25,84.03,173.09,76.48,0.9652,4.55
125.54,20.02,83.37,167.26,75.96,0.9343,8.01
125.75,18.58,84.77,175.62,77.26,0.8974,10.02
125.96,15.18,90.15,198.08,82.00,1.0000,6.30
126.17,14.53,89.79,198.34,81.63,1.0000,0.76
126.38,9.54,83.44,182.45,74.88,0.9759,10.02
126.58,12.72,64.47,126.52,57.94,0.7670,19.56
126.79,11.84,64.34,128.72,57.83,0.7299,9.13
127.00,10.59,69.62,146.13,62.59,0.8081,12.89
127.21,12.98,73.42,156.38,66.56,0.8336,10.10
127.42,14.62,75.75,158.82,68.75,0.8477,3.01
127.63,15.25,74.82,151.57,67.70,0.8425,5.98
127.84,17.51,68.74,130.38,62.30,0.7469,11.27
128.04,21.44,63.68,110.94,58.11,0.7052,14.01
128.25,19.52,70.78,138.07,64.74,0.8225,16.25
128.46,18.03,69.03,140.29,63.33,0.7781,6.89
128.67,17.49,72.53,149.25,66.37,0.8347,3.94
128.88,16.03,73.83,152.17,67.20,0.8737,2.83
129.09,15.09,79.77,166.87,72.31,0.9816,6.61
129.30,12.89,82.86,178.90,74.92,0.9825,3.79
129.50,12.35,84.15,184.22,76.11,0.9935,1.67
129.71,12.21,84.42,185.47,76.36,0.9967,0.86
129.92,12.03,84.34,185.94,76.30,0.9969,0.63
130.13,10.52,83.31,186.86,75.31,0.9946,3.38
130.34,6.91,81.01,184.89,72.75,0.9823,4.23
130.55,6.96,80.64,185.46,72.54,0.9632,2.85
130.76,9.90,85.77,193.83,77.44,0.9976,5.89
130.96,9.81,86.87,196.66,78.42,0.9999,1.31
131.17,10.17,87.32,197.04,78.84,0.9999,0.64
131.38,10.41,86.44,194.69,78.09,0.9881,1.29
131.59,9.80,84.68,191.35,76.46,0.9683,2.85
131.80,10.69,86.43,194.26,78.11,0.9957,2.67
132.01,10.57,86.61,195.51,78.31,0.9973,1.04
132.22,10.51,85.99,193.96,77.74,0.9960,0.95
132.42,9.98,85.37,193.27,77.14,0.9935,0.70
132.63,9.76,85.29,193.25,77.02,0.9934,0.41
132.84,10.71,86.36,194.30,78.07,0.9957,1.18
133.05,10.19,86.66,195.28,78.25,0.9982,1.14
133.26,5.87,84.72,197.58,76.11,1.0000,4.25
133.47,5.40,85.69,199.09,76.81,1.0000,1.36
133.68,7.14,85.12,197.87,76.68,1.0000,2.84
133.88,9.03,86.04,196.21,77.62,0.9998,2.49
134.09,9.23,85.26,194.15,76.96,0.9880,1.16
134.30,9.71,85.08,192.76,76.83,0.9821,1.02
134.51,10.87,81.50,179.56,73.56,0.9216,4.07
134.72,11.57,78.31,170.43,70.77,0.8614,6.34
134.93,12.10,86.85,190.12,78.42,1.0000,7.73
135.13,8.44,86.02,197.63,77.58,1.0000,1.53
135.34,8.53,86.29,198.15,77.84,1.0000,0.78
135.55,9.06,86.78,198.50,78.32,1.0000,0.75
135.76,18.97,82.32,164.40,74.78,0.9998,3.96
135.97,16.55,71.69,138.77,64.81,0.6521,15.58
136.18,18.39,79.95,153.20,72.15,0.9690,25.09
136.39,18.43,62.72,117.50,57.26,0.7068,15.51
136.59,17.28,58.39,111.12,53.46,0.5439,8.89
136.80,14.14,58.70,115.22,53.31,0.6352,8.36
137.01,12.14,68.44,136.76,61.41,0.8897,9.85
137.22,14.61,74.17,148.52,66.88,0.8733,16.11
137.43,16.23,79.27,159.28,71.65,0.9599,9.24
137.64,12.92,80.53,171.66,72.74,0.9344,7.33
137.85,13.01,80.43,172.00,72.71,0.9371,1.51
138.05,14.24,83.63,175.03,75.48,0.9655,3.00
138.26,14.25,84.83,175.14,76.34,0.9721,2.78
138.47,14.75,82.91,170.25,74.72,0.9543,6.49
138.68,14.96,80.09,163.13,72.24,0.8821,10.11
138.89,14.18,86.80,183.50,78.34,0.9977,7.48
139.10,10.43,89.04,197.40,80.15,1.0000,2.66
139.31,11.29,89.73,197.09,80.80,1.0000,0.93
139.51,17.79,80.51,159.73,72.89,0.9205,9.66
139.72,16.42,67.95,130.19,61.49,0.7731,17.28
139.93,11.50,66.31,133.70,59.52,0.7740,14.10
140.14,13.55,66.75,135.95,60.44,0.7552,5.27
140.35,14.70,75.89,160.12,68.96,0.8524,16.81
140.56,14.79,75.54,157.54,68.55,0.8472,3.89
140.77,15.79,73.04,144.67,66.04,0.8232,7.94
140.97,17.92,66.85,126.15,60.73,0.6954,19.90
141.18,21.39,70.08,127.77,63.89,0.7818,9.74
141.39,17.90,70.13,141.56,64.19,0.7852,11.36
141.60,17.83,68.66,139.56,62.97,0.7718,5.04
141.81,16.87,72.46,148.89,66.16,0.8278,4.04
142.02,16.49,77.00,158.65,70.03,0.9559,5.08
142.23,14.06,81.10,172.86,73.47,0.9793,5.64
142.43,11.94,82.84,181.36,74.88,0.9898,2.58
142.64,9.77,82.17,184.04,74.14,0.9951,2.23
142.85,6.51,80.81,184.71,72.52,0.9969,2.69
143.06,7.20,81.31,185.56,73.08,0.9969,0.93
143.27,11.82,83.79,184.21,75.74,0.9829,5.95
143.48,12.55,83.98,184.06,76.02,0.9707,2.85
143.69,11.69,85.27,189.02,77.12,0.9671,3.05
143.89,10.67,86.67,195.14,78.35,0.9994,2.24
144.10,10.36,87.17,196.52,78.74,1.0000,0.88
144.31,10.29,86.80,195.95,78.42,0.9949,0.92
144.52,10.46,85.60,192.36,77.34,0.9801,1.65
144.73,9.97,84.77,191.24,76.56,0.9886,2.12
144.94,10.83,87.98,195.19,79.32,0.9990,3.08
145.15,10.82,87.73,193.70,79.03,0.9979,1.09
145.35,11.08,87.38,192.96,78.78,0.9966,1.20
145.56,11.36,87.64,193.29,79.05,0.9969,0.83
145.77,10.89,87.62,194.02,78.99,0.9972,0.61
145.98,11.22,87.83,194.05,79.21,0.9978,0.63
146.19,10.80,88.66,196.09,79.86,0.9996,1.36
146.40,10.57,89.68,198.14,80.69,1.0000,1.00
146.60,12.69,96.98,197.32,86.31,1.0000,7.36
146.81,7.14,84.88,197.38,76.48,1.0000,10.03
147.02,5.48,82.95,194.35,74.52,0.9929,3.21
147.23,15.65,88.39,193.17,80.49,0.9849,7.34
147.44,18.09,89.10,190.29,81.31,0.9758,2.67
147.65,19.37,82.58,169.97,75.45,0.8459,7.16
147.86,20.64,87.19,178.47,79.63,0.9738,5.11
148.06,17.11,91.46,197.67,83.32,1.0000,4.31
148.27,16.92,91.32,198.08,83.21,1.0000,0.53
148.48,17.15,91.61,198.37,83.49,1.0000,0.31
148.69,16.77,91.17,197.90,83.06,1.0000,0.59
148.90,21.32,77.88,152.61,71.25,0.7166,12.78
149.11,30.62,87.97,148.63,80.16,0.9897,11.51
149.32,26.97,77.46,138.78,71.15,0.9210,19.80
149.52,27.76,68.07,117.28,63.06,0.6999,11.02
149.73,28.38,68.19,118.05,63.32,0.6743,3.36
149.94,27.62,73.97,130.72,68.21,0.8667,7.05
150.15,27.87,86.98,157.20,79.49,0.9893,11.62
150.36,25.51,84.90,158.35,77.58,0.9186,10.80
150.57,23.14,88.15,172.38,80.41,0.9774,8.16
150.78,21.36,86.77,173.62,79.14,0.9532,4.94
150.98,21.76,87.30,174.56,79.67,0.9592,1.02
151.19,21.83,88.50,177.34,80.74,0.9678,2.09
151.40,21.95,88.29,175.49,80.48,0.9696,3.61
151.61,21.52,86.44,170.59,78.71,0.9325,7.43
151.82,22.16,87.30,172.68,79.62,0.8982,10.45
152.03,18.89,94.07,197.01,85.52,1.0000,6.92
152.24,18.16,93.24,197.66,84.82,1.0000,0.81
152.44,20.27,93.21,191.02,84.77,1.0000,1.78
152.65,25.89,80.30,144.55,73.37,0.8989,12.97
152.86,22.80,72.33,132.70,66.16,0.7453,14.31
153.07,11.05,68.61,141.88,61.66,0.7920,19.60
153.28,9.70,71.77,154.22,64.52,0.8264,9.29
153.49,10.49,73.25,158.79,66.09,0.8490,4.19
153.70,12.93,73.04,154.02,66.11,0.8485,5.94
153.90,18.38,71.52,136.72,64.93,0.7847,12.97
154.11,20.79,67.71,122.69,61.70,0.7276,16.42
154.32,21.61,72.08,136.37,65.99,0.8256,13.84
154.53,19.04,69.92,140.04,64.17,0.7731,8.20
154.74,18.85,72.49,147.51,66.50,0.8233,3.68
154.95,18.01,73.71,149.59,67.35,0.8571,2.73
155.16,16.44,78.56,162.59,71.42,0.9741,6.20
155.36,14.22,82.63,176.81,74.89,0.9800,4.82
155.57,13.32,84.40,183.38,76.43,0.9923,2.17
155.78,12.70,84.30,184.51,76.31,0.9964,0.91
155.99,12.58,84.30,184.61,76.29,0.9969,0.27
156.20,12.64,84.75,185.64,76.70,0.9962,1.23
156.41,11.78,83.37,183.78,75.40,0.9806,3.46
156.61,7.67,80.29,184.10,72.34,0.9601,5.34
156.82,5.82,83.05,192.29,74.52,0.9726,3.47
157.03,8.45,85.45,196.11,77.07,0.9999,4.26
157.24,9.52,86.63,196.52,78.17,0.9999,1.64
157.45,10.18,86.47,195.21,78.10,0.9900,1.45
157.66,10.02,85.12,191.79,76.86,0.9732,2.53
157.87,10.80,85.94,192.86,77.69,0.9949,2.27
158.07,9.99,86.19,195.31,77.87,0.9970,1.20
158.28,10.23,85.86,194.03,77.59,0.9963,0.80
158.49,10.53,85.84,193.56,77.61,0.9939,0.49
158.70,9.98,85.35,193.16,77.11,0.9939,0.60
158.91,9.68,85.09,192.89,76.84,0.9936,0.35
159.12,10.22,86.30,194.37,77.93,0.9979,1.33
159.33,9.97,87.39,196.85,78.83,1.0000,1.48
159.53,9.88,88.13,198.52,79.47,1.0000,0.97
159.74,7.09,85.60,198.31,77.05,1.0000,3.43
159.95,4.64,84.19,197.25,75.44,1.0000,1.85
160.16,7.60,84.07,195.49,75.85,0.9888,1.93
160.37,10.13,85.61,193.57,77.35,0.9836,3.18
160.58,10.39,82.96,185.21,74.92,0.9578,3.46
160.79,11.63,77.31,168.38,69.93,0.8293,7.42
160.99,12.97,85.81,185.39,77.51,1.0000,7.78
161.20,9.32,86.94,198.47,78.49,1.0000,1.88
161.41,9.30,86.94,198.65,78.50,1.0000,0.39
